dataset,split,model,seed,train_accuracy,train_f1,train_mcc,train_auprc,train_auroc,valid_accuracy,valid_f1,valid_mcc,valid_auprc,valid_auroc,test_accuracy,test_f1,test_mcc,test_auprc,test_auroc,train_brier,train_nll,train_ece,valid_brier,valid_nll,valid_ece,test_brier,test_nll,test_ece,train_mae,train_rmse,train_r2,valid_mae,valid_rmse,valid_r2,test_mae,test_rmse,test_r2,best_epoch,train_loss,train_runtime,train_samples_per_second,train_steps_per_second,train_epoch,valid_loss,valid_runtime,valid_samples_per_second,valid_steps_per_second,valid_epoch,test_loss,test_runtime,test_samples_per_second,test_steps_per_second,test_epoch
Solubility,scaffold,random_forest,9999,,,,,,,,,,,,,,,,,,,,,,,,,0.3426789094532727,0.5085898773739552,0.9542995925925694,1.3720366318321824,1.8312048556210567,0.2967627083062892,1.5478274338849611,2.019237118358924,0.2168862167097817,,,,,,,,,,,,,,,,
Solubility,scaffold,random_forest,2024,,,,,,,,,,,,,,,,,,,,,,,,,0.343931529636213,0.5105688268318898,0.9539432553884308,1.3732776101236834,1.8309914197497767,0.2969266302360439,1.555964981867301,2.022947095642193,0.2140059176811368,,,,,,,,,,,,,,,,
Solubility,random,xgboost,42,,,,,,,,,,,,,,,,,,,,,,,,,0.7356920373382365,1.0041983612197922,0.8213870752610468,0.9868112324121828,1.340734879919769,0.6783737723805734,1.0282083063848069,1.386656497837024,0.6381580105298557,,,,,,,,,,,,,,,,
Solubility,random,random_forest,42,,,,,,,,,,,,,,,,,,,,,,,,,0.3707923182029698,0.5394550333648999,0.9484552586575558,0.9480399395219996,1.3406738541860916,0.6784030503983471,0.967780256073456,1.3341378319794095,0.6650479967290766,,,,,,,,,,,,,,,,
Tox21_SR-p53,scaffold,xgboost,42,0.9782247647167374,0.7216981132075472,0.7417585758712446,0.909075209275634,0.989747739582659,0.8877400295420975,0.05,0.0946907898452729,0.2818251948607519,0.7019660215430423,0.8849557522123894,0.1875,0.1927179938720106,0.3373437316691453,0.7608531235819092,0.0166344390806782,0.066246155392387,0.0259714244474237,0.0960455222171819,0.3787892369388233,0.0651653568278255,0.0948445312522326,0.3532983902936336,0.0668474096574087,,,,,,,,,,,,,,,,,,,,,,,,,
Tox21_SR-p53,scaffold,xgboost,123,0.9773020852555824,0.7078384798099763,0.7290355166602382,0.9087792080968226,0.989835854498896,0.8906942392909897,0.119047619047619,0.177612609588712,0.3058112636853276,0.7081399422015939,0.8864306784660767,0.1720430107526881,0.1893431898377415,0.3456594831182951,0.7529874451671457,0.0167057986063539,0.06658989191803,0.0264221608228355,0.0947395601477302,0.372436957608265,0.0652111665740543,0.0936039650087667,0.3528309282680601,0.0647226241266129,,,,,,,,,,,,,,,,,,,,,,,,,
Tox21_SR-p53,scaffold,xgboost,3407,0.9769330134711202,0.7002398081534772,0.7239857900396345,0.9005492649543354,0.9886234651820204,0.8906942392909897,0.119047619047619,0.177612609588712,0.2843817056180728,0.7009808214379544,0.8864306784660767,0.1720430107526881,0.1893431898377415,0.3306905099419286,0.748427944767379,0.0170849240010223,0.0679444918262447,0.0253783163610618,0.0955088435513037,0.3765062338387044,0.067865386770342,0.0947017063190969,0.3551436264536052,0.0698541970731234,,,,,,,,,,,,,,,,,,,,,,,,,
Tox21_SR-p53,scaffold,xgboost,9999,0.976563941686658,0.6954436450839329,0.7187650814201233,0.9041268562596474,0.9895391410054452,0.8906942392909897,0.119047619047619,0.177612609588712,0.2859833026472293,0.7035204483755145,0.887905604719764,0.1914893617021276,0.2101839937849674,0.332085177396932,0.7502863193379,0.0169399467138737,0.0671130387445531,0.0259107957331319,0.0950876002900772,0.3758464011201248,0.0665905715944451,0.0946730990274585,0.3570009743376758,0.0684868836649048,,,,,,,,,,,,,,,,,,,,,,,,,
Tox21_SR-p53,scaffold,xgboost,2024,0.9782247647167374,0.7216981132075472,0.7417585758712446,0.9122069845333204,0.9900092071096148,0.8892171344165436,0.0963855421686747,0.1486717445340138,0.2847246638977225,0.7059506086347317,0.8864306784660767,0.1720430107526881,0.1893431898377415,0.3406709520557224,0.7523823929813946,0.0165035313040576,0.0657300902376465,0.0257000039687542,0.095884390711239,0.3790588344917359,0.0708313978894818,0.0940169918455434,0.3548746320687564,0.0649959641209306,,,,,,,,,,,,,,,,,,,,,,,,,
Tox21_SR-p53,scaffold,random_forest,42,0.9988927846466138,0.989010989010989,0.9884942725254788,0.9998643075263216,0.9999949648619294,0.8921713441654358,0.0759493670886076,0.1876122184880383,0.3602688446659551,0.7621617479639198,0.8938053097345132,0.1219512195121951,0.2408071309841123,0.3868520661148374,0.7543488125850855,0.0053437637489055,0.0308862780545049,0.0269016477349953,0.0903574950990195,0.3119289834658966,0.0386705013548569,0.0875661832114543,0.3084820633676307,0.0300387680673236,,,,,,,,,,,,,,,,,,,,,,,,,
